"occurrenceID","basisOfRecord","eventDate","decimalLatitude","decimalLongitude","occurrenceStatus","countryCode","geodeticDatum","institutionCode","georeferenceProtocol","samplingProtocol","scientificName","scientificNameID","kingdom","taxonRank","coordinateUncertaintyInMeters","parentEventID"
"CCES_Drift-4_2018-08-16T11:36:00_ZC","MachineObservation","2018-08-16T11:36:00Z/2018-08-16T11:37:20Z",44.33227,-127.1787,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-16T14:20:00_ZC","MachineObservation","2018-08-16T14:20:00Z/2018-08-16T14:21:49Z",44.32711,-127.1741,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-16T14:24:19_ZC","MachineObservation","2018-08-16T14:24:19Z/2018-08-16T14:24:57Z",44.32603,-127.17207,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-17T10:20:23_ZC","MachineObservation","2018-08-17T10:20:23Z/2018-08-17T10:21:18Z",44.26032,-127.14424,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-20T23:58:16_ZC","MachineObservation","2018-08-20T23:58:16Z/2018-08-20T23:58:43Z",43.83177,-127.11736,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-21T00:18:00_ZC","MachineObservation","2018-08-21T00:18:00Z/2018-08-21T00:19:49Z",43.83117,-127.11736,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-21T10:58:46_ZC","MachineObservation","2018-08-21T10:58:46Z/2018-08-21T10:59:21Z",43.78865,-127.13763,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-21T21:19:25_ZC","MachineObservation","2018-08-21T21:19:25Z/2018-08-21T21:19:29Z",43.73912,-127.14746,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-22T12:39:08_ZC","MachineObservation","2018-08-22T12:39:08Z/2018-08-22T12:39:17Z",43.68232,-127.15393,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-22T12:58:07_ZC","MachineObservation","2018-08-22T12:58:07Z/2018-08-22T12:59:28Z",43.68172,-127.15392,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-24T02:59:52_ZC","MachineObservation","2018-08-24T02:59:52Z/2018-08-24T02:59:55Z",43.52925,-127.13814,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-24T19:39:41_MS","MachineObservation","2018-08-24T19:39:41Z/2018-08-24T19:39:46Z",43.43338,-127.14128,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-24T22:38:02_MS","MachineObservation","2018-08-24T22:38:02Z/2018-08-24T22:38:29Z",43.41609,-127.14833,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-25T00:58:03_MS","MachineObservation","2018-08-25T00:58:03Z/2018-08-25T00:58:28Z",43.40563,-127.14993,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-25T17:38:20_ZC","MachineObservation","2018-08-25T17:38:20Z/2018-08-25T17:38:56Z",43.32079,-127.19215,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-25T17:58:22_ZC","MachineObservation","2018-08-25T17:58:22Z/2018-08-25T17:58:24Z",43.31907,-127.19215,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-27T18:18:07_MS","MachineObservation","2018-08-27T18:18:07Z/2018-08-27T18:19:49Z",43.19407,-127.49445,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-29T01:18:21_MS","MachineObservation","2018-08-29T01:18:21Z/2018-08-29T01:19:58Z",43.26392,-127.75008,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-31T02:18:00_ZC","MachineObservation","2018-08-31T02:18:00Z/2018-08-31T02:19:28Z",43.46751,-127.95296,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-13T16:38:00_BW37V","MachineObservation","2018-09-13T16:38:00Z/2018-09-13T16:39:58Z",43.29009,-127.98418,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphiidae","urn:lsid:marinespecies.org:taxname:136986","Animalia","Family",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-13T17:58:00_BW37V","MachineObservation","2018-09-13T17:58:00Z/2018-09-13T17:59:13Z",43.29074,-127.99283,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphiidae","urn:lsid:marinespecies.org:taxname:136986","Animalia","Family",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-14T15:38:13_ZC","MachineObservation","2018-09-14T15:38:13Z/2018-09-14T15:39:52Z",43.31586,-128.14935,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-14T20:58:17_ZC","MachineObservation","2018-09-14T20:58:17Z/2018-09-14T20:59:11Z",43.32801,-128.18408,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-14T21:18:00_ZC","MachineObservation","2018-09-14T21:18:00Z/2018-09-14T21:19:57Z",43.32819,-128.1844,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-15T02:59:02_ZC","MachineObservation","2018-09-15T02:59:02Z/2018-09-15T02:59:23Z",43.34261,-128.21202,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-15T09:58:04_ZC","MachineObservation","2018-09-15T09:58:04Z/2018-09-15T09:58:16Z",43.34462,-128.24046,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-15T10:18:13_ZC","MachineObservation","2018-09-15T10:18:13Z/2018-09-15T10:19:57Z",43.34467,-128.24065,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-17T14:58:56_MS","MachineObservation","2018-09-17T14:58:56Z/2018-09-17T14:59:59Z",43.4033,-128.42659,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-18T13:59:46_MS","MachineObservation","2018-09-18T13:59:46Z/2018-09-18T13:59:59Z",43.40924,-128.51888,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-19T00:18:55_MS","MachineObservation","2018-09-19T00:18:55Z/2018-09-19T00:19:59Z",43.40269,-128.5611,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-20T08:38:02_ZC","MachineObservation","2018-09-20T08:38:02Z/2018-09-20T08:39:28Z",43.34663,-128.66299,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-21T15:19:12_ZC","MachineObservation","2018-09-21T15:19:12Z/2018-09-21T15:19:11Z",43.29721,-128.7101,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-22T21:38:38_ZC","MachineObservation","2018-09-22T21:38:38Z/2018-09-22T21:38:57Z",43.22358,-128.72961,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-26T13:38:55_BW37V","MachineObservation","2018-09-26T13:38:55Z/2018-09-26T13:39:51Z",42.98604,-128.99356,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphiidae","urn:lsid:marinespecies.org:taxname:136986","Animalia","Family",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-02T00:18:23_ZC","MachineObservation","2018-10-02T00:18:23Z/2018-10-02T00:18:31Z",42.23195,-128.39395,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-06T00:59:03_ZC","MachineObservation","2018-10-06T00:59:03Z/2018-10-06T00:59:51Z",42.02646,-127.6373,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-09T04:18:00_MS","MachineObservation","2018-10-09T04:18:00Z/2018-10-09T04:19:55Z",41.93843,-127.40581,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-09T07:58:16_MS","MachineObservation","2018-10-09T07:58:16Z/2018-10-09T07:59:13Z",41.93832,-127.39011,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-09T18:38:13_ZC","MachineObservation","2018-10-09T18:38:13Z/2018-10-09T18:39:41Z",41.91587,-127.36618,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-10T17:58:00_ZC","MachineObservation","2018-10-10T17:58:00Z/2018-10-10T17:59:34Z",41.8769,-127.30684,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-11T00:38:33_ZC","MachineObservation","2018-10-11T00:38:33Z/2018-10-11T00:39:19Z",41.85747,-127.29494,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-11T15:38:04_MS","MachineObservation","2018-10-11T15:38:04Z/2018-10-11T15:38:54Z",41.82806,-127.25891,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-12T08:18:00_MS","MachineObservation","2018-10-12T08:18:00Z/2018-10-12T08:18:25Z",41.79186,-127.19592,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-12T18:18:07_MS","MachineObservation","2018-10-12T18:18:07Z/2018-10-12T18:18:24Z",41.77149,-127.17857,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-12T19:38:21_MS","MachineObservation","2018-10-12T19:38:21Z/2018-10-12T19:38:30Z",41.77005,-127.17308,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-09T19:57:22_ZC","MachineObservation","2018-08-09T19:57:22Z/2018-08-09T19:57:48Z",44.512,-127.67593,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-10T01:57:43_ZC","MachineObservation","2018-08-10T01:57:43Z/2018-08-10T01:57:44Z",44.5117,-127.64543,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-23T07:38:34_ZC","MachineObservation","2018-09-23T07:38:34Z/2018-09-23T07:38:35Z",43.20215,-128.74362,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-23T16:18:45_ZC","MachineObservation","2018-09-23T16:18:45Z/2018-09-23T16:19:09Z",43.18568,-128.75687,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-23T21:59:39_ZC","MachineObservation","2018-09-23T21:59:39Z/2018-09-23T21:59:49Z",43.16374,-128.77609,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-24T11:38:19_ZC","MachineObservation","2018-09-24T11:38:19Z/2018-09-24T11:39:53Z",43.14135,-128.8071,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-26T15:38:00_ZC","MachineObservation","2018-09-26T15:38:00Z/2018-09-26T15:39:34Z",42.97514,-128.99477,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-26T17:38:00_MS","MachineObservation","2018-09-26T17:38:00Z/2018-09-26T17:38:14Z",42.96258,-128.9931,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Mesoplodon stejnegeri","urn:lsid:marinespecies.org:taxname:254991","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-27T21:38:36_ZC","MachineObservation","2018-09-27T21:38:36Z/2018-09-27T21:39:17Z",42.79412,-129.04529,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-27T21:59:02_ZC","MachineObservation","2018-09-27T21:59:02Z/2018-09-27T21:59:52Z",42.7933,-129.04404,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-28T05:19:54_ZC","MachineObservation","2018-09-28T05:19:54Z/2018-09-28T05:19:56Z",42.7281,-129.02867,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-09-30T23:58:05_BW37V","MachineObservation","2018-09-30T23:58:05Z/2018-09-30T23:59:59Z",42.34477,-128.65929,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphiidae","urn:lsid:marinespecies.org:taxname:136986","Animalia","Family",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-02T00:38:34_ZC","MachineObservation","2018-10-02T00:38:34Z/2018-10-02T00:38:43Z",42.23243,-128.38921,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-02T23:38:57_ZC","MachineObservation","2018-10-02T23:38:57Z/2018-10-02T23:39:43Z",42.16314,-128.17534,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-06T01:38:50_ZC","MachineObservation","2018-10-06T01:38:50Z/2018-10-06T01:39:08Z",42.0254,-127.63408,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-07T04:18:00_ZC","MachineObservation","2018-10-07T04:18:00Z/2018-10-07T04:18:06Z",41.99425,-127.56798,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-10-07T09:18:01_ZC","MachineObservation","2018-10-07T09:18:01Z/2018-10-07T09:18:57Z",41.99277,-127.56975,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-01T19:40:17_ZC","MachineObservation","2018-08-01T19:40:17Z/2018-08-01T19:40:17Z",44.58223,-128.05965,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-11T20:56:06_ZC","MachineObservation","2018-08-11T20:56:06Z/2018-08-11T20:56:25Z",44.51888,-127.48698,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-4_2018-08-18T02:53:22_ZC","MachineObservation","2018-08-18T02:53:22Z/2018-08-18T02:53:23Z",44.21561,-127.11302,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-4_2018-07-25T01:17:24Z"
"CCES_Drift-8_2018-08-16T21:58:07_ZC","MachineObservation","2018-08-16T21:58:07Z/2018-08-16T21:58:43Z",38.77599,-126.79326,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-8_2018-08-16T02:56:58Z"
"CCES_Drift-8_2018-08-16T22:18:04_ZC","MachineObservation","2018-08-16T22:18:04Z/2018-08-16T22:19:31Z",38.77256,-126.79681,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-8_2018-08-16T02:56:58Z"
"CCES_Drift-8_2018-08-16T22:38:04_ZC","MachineObservation","2018-08-16T22:38:04Z/2018-08-16T22:39:36Z",38.76915,-126.80013,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-8_2018-08-16T02:56:58Z"
"CCES_Drift-8_2018-08-17T16:18:26_ZC","MachineObservation","2018-08-17T16:18:26Z/2018-08-17T16:19:05Z",38.53031,-126.80108,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-8_2018-08-16T02:56:58Z"
"CCES_Drift-8_2018-08-17T16:38:52_ZC","MachineObservation","2018-08-17T16:38:52Z/2018-08-17T16:39:28Z",38.52412,-126.79929,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-8_2018-08-16T02:56:58Z"
"CCES_Drift-8_2018-08-17T16:58:19_ZC","MachineObservation","2018-08-17T16:58:19Z/2018-08-17T17:00:03Z",38.52237,-126.79893,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-8_2018-08-16T02:56:58Z"
